,Text,Text_tok,Gold_iob
16633,"Chemical pollutants include the following: Radon, a radioactive gas released from the Earth in certain locations.","['Chemical', 'pollutants', 'include', 'the', 'following', ':', 'Radon', ',', 'a', 'radioactive', 'gas', 'released', 'from', 'the', 'Earth', 'in', 'certain', 'locations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6730,There are three types of RNA directly involved in protein synthesis: Messenger RNA ( mRNA) carries the instructions from the nucleus to the cytoplasm.,"['There', 'are', 'three', 'types', 'of', 'RNA', 'directly', 'involved', 'in', 'protein', 'synthesis', ':', 'Messenger', 'RNA', '(', 'mRNA', ')', 'carries', 'the', 'instructions', 'from', 'the', 'nucleus', 'to', 'the', 'cytoplasm', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
270,"It was not until 1665 that English scientist Robert Hooke invented a basic light microscope and observed cells for the first time, by looking at a piece of cork.","['It', 'was', 'not', 'until', '1665', 'that', 'English', 'scientist', 'Robert', 'Hooke', 'invented', 'a', 'basic', 'light', 'microscope', 'and', 'observed', 'cells', 'for', 'the', 'first', 'time', ',', 'by', 'looking', 'at', 'a', 'piece', 'of', 'cork', '.']","['O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13766,It occurs when the eyeball is shorter than normal (see Figure 1.2).,"['It', 'occurs', 'when', 'the', 'eyeball', 'is', 'shorter', 'than', 'normal', '(', 'see', 'Figure', '1.2', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']"
7473,It also causes other male traits to develop.,"['It', 'also', 'causes', 'other', 'male', 'traits', 'to', 'develop', '.']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O']"
9839,"For certain types of cheeses, producers add fungal spores to milk curds to promote the growth of mold, which makes the cheese blue.","['For', 'certain', 'types', 'of', 'cheeses', ',', 'producers', 'add', 'fungal', 'spores', 'to', 'milk', 'curds', 'to', 'promote', 'the', 'growth', 'of', 'mold', ',', 'which', 'makes', 'the', 'cheese', 'blue', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
20533,Scientists may present papers about their research at scientific conferences.,"['Scientists', 'may', 'present', 'papers', 'about', 'their', 'research', 'at', 'scientific', 'conferences', '.']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
2038,Hint: The youngest volcano sits above the hotspot and volcanoes become older with distance from the hotspot.,"['Hint', ':', 'The', 'youngest', 'volcano', 'sits', 'above', 'the', 'hotspot', 'and', 'volcanoes', 'become', 'older', 'with', 'distance', 'from', 'the', 'hotspot', '.']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
10189,"Air blowing at the base of the circulation cells, from high pressure to low pressure, creates the global wind belts.","['Air', 'blowing', 'at', 'the', 'base', 'of', 'the', 'circulation', 'cells', ',', 'from', 'high', 'pressure', 'to', 'low', 'pressure', ',', 'creates', 'the', 'global', 'wind', 'belts', '.']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11886,The rocks of the oceanic crust are denser (3.0 g/cm3 ) than the rocks that make up the continents.,"['The', 'rocks', 'of', 'the', 'oceanic', 'crust', 'are', 'denser', '(', '3.0', 'g', '/', 'cm3', ')', 'than', 'the', 'rocks', 'that', 'make', 'up', 'the', 'continents', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3142,A rock undergoes metamorphism if it is exposed to extreme heat and pressure within the crust.,"['A', 'rock', 'undergoes', 'metamorphism', 'if', 'it', 'is', 'exposed', 'to', 'extreme', 'heat', 'and', 'pressure', 'within', 'the', 'crust', '.']","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5614,"This carbon dioxide is generated through the process of cellular respiration, which has the reverse chemical reaction as photosynthesis.","['This', 'carbon', 'dioxide', 'is', 'generated', 'through', 'the', 'process', 'of', 'cellular', 'respiration', ',', 'which', 'has', 'the', 'reverse', 'chemical', 'reaction', 'as', 'photosynthesis', '.']","['O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
14125,A mineral possesses the following qualities: It must be solid.,"['A', 'mineral', 'possesses', 'the', 'following', 'qualities', ':', 'It', 'must', 'be', 'solid', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']"
11215,"They can be used for feeding, sensory reception, defense, and locomo- tion.","['They', 'can', 'be', 'used', 'for', 'feeding', ',', 'sensory', 'reception', ',', 'defense', ',', 'and', 'locomo-', 'tion', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
20828,The epididymis is where sperm grow larger and mature.,"['The', 'epididymis', 'is', 'where', 'sperm', 'grow', 'larger', 'and', 'mature', '.']","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3320,A locations weather depends on: air temperature air pressure fog humidity cloud cover precipitation wind speed and direction All of these characteristics are directly related to the amount of energy that is in the system and where that energy is.,"['A', 'locations', 'weather', 'depends', 'on', ':', 'air', 'temperature', 'air', 'pressure', 'fog', 'humidity', 'cloud', 'cover', 'precipitation', 'wind', 'speed', 'and', 'direction', 'All', 'of', 'these', 'characteristics', 'are', 'directly', 'related', 'to', 'the', 'amount', 'of', 'energy', 'that', 'is', 'in', 'the', 'system', 'and', 'where', 'that', 'energy', 'is', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
16369,"Although Ernst Haeckel set up the Kingdom Protista in 1866, this kingdom was not accepted by the scientific world until the 1960s.","['Although', 'Ernst', 'Haeckel', 'set', 'up', 'the', 'Kingdom', 'Protista', 'in', '1866', ',', 'this', 'kingdom', 'was', 'not', 'accepted', 'by', 'the', 'scientific', 'world', 'until', 'the', '1960s', '.']","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1527,"With dominant inheritance, all affected individuals will have at least one dominant allele.","['With', 'dominant', 'inheritance', ',', 'all', 'affected', 'individuals', 'will', 'have', 'at', 'least', 'one', 'dominant', 'allele', '.']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
20868,"In humans, the nucleus of a sperm cell contains 23 chromosomes.","['In', 'humans', ',', 'the', 'nucleus', 'of', 'a', 'sperm', 'cell', 'contains', '23', 'chromosomes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']"
21528,"The cell divides during the mitotic phase, which consists of mitosis and cytokinesis.","['The', 'cell', 'divides', 'during', 'the', 'mitotic', 'phase', ',', 'which', 'consists', 'of', 'mitosis', 'and', 'cytokinesis', '.']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11359,"This is now called Hubbles Law: The farther away a galaxy is, the faster it is moving away from us.","['This', 'is', 'now', 'called', 'Hubbles', 'Law', ':', 'The', 'farther', 'away', 'a', 'galaxy', 'is', ',', 'the', 'faster', 'it', 'is', 'moving', 'away', 'from', 'us', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
8788,"The nucleus contains the genetic material (DNA), the information needed to build thousands of proteins.","['The', 'nucleus', 'contains', 'the', 'genetic', 'material', '(', 'DNA', ')', ',', 'the', 'information', 'needed', 'to', 'build', 'thousands', 'of', 'proteins', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
9978,The vector helps incorporate the desired gene into the patients DNA.,"['The', 'vector', 'helps', 'incorporate', 'the', 'desired', 'gene', 'into', 'the', 'patients', 'DNA', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
11049,"To calculate distance from speed and time, use this version of the average speed formula given above: distance = speed  time For example, if a car travels at an average speed of 60 km/h for 5 hours, then the distance it travels is: distance = 60 km/h  5 h = 300 km To calculate time from speed and distance, use this version of the formula: time = distance speed Q: If you walk 6 km at an average speed of 3 km/h, how much time does it take?","['To', 'calculate', 'distance', 'from', 'speed', 'and', 'time', ',', 'use', 'this', 'version', 'of', 'the', 'average', 'speed', 'formula', 'given', 'above', ':', 'distance', '=', 'speed', 'time', 'For', 'example', ',', 'if', 'a', 'car', 'travels', 'at', 'an', 'average', 'speed', 'of', '60', 'km', '/', 'h', 'for', '5', 'hours', ',', 'then', 'the', 'distance', 'it', 'travels', 'is', ':', 'distance', '=', '60', 'km', '/', 'h', '5', 'h', '=', '300', 'km', 'To', 'calculate', 'time', 'from', 'speed', 'and', 'distance', ',', 'use', 'this', 'version', 'of', 'the', 'formula', ':', 'time', '=', 'distance', 'speed', 'Q', ':', 'If', 'you', 'walk', '6', 'km', 'at', 'an', 'average', 'speed', 'of', '3', 'km', '/', 'h', ',', 'how', 'much', 'time', 'does', 'it', 'take', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
21960,"With so little to go on, astronomers dont really know much about the nature of dark matter.","['With', 'so', 'little', 'to', 'go', 'on', ',', 'astronomers', 'do', 'nt', 'really', 'know', 'much', 'about', 'the', 'nature', 'of', 'dark', 'matter', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
1563,Melted chocolate can be put in a fridge to re-harden.,"['Melted', 'chocolate', 'can', 'be', 'put', 'in', 'a', 'fridge', 'to', 're', '-', 'harden', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6709,Mid-latitude cyclones form at the polar front when the temperature difference between two air masses is large.,"['Mid', '-', 'latitude', 'cyclones', 'form', 'at', 'the', 'polar', 'front', 'when', 'the', 'temperature', 'difference', 'between', 'two', 'air', 'masses', 'is', 'large', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19167,"Sunspots are cooler, darker areas on the Suns surface.","['Sunspots', 'are', 'cooler', ',', 'darker', 'areas', 'on', 'the', 'Suns', 'surface', '.']","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
10378,"For example, a falling leaf is slowed down by air resistance more than a falling acorn because of the leafs greater surface area.","['For', 'example', ',', 'a', 'falling', 'leaf', 'is', 'slowed', 'down', 'by', 'air', 'resistance', 'more', 'than', 'a', 'falling', 'acorn', 'because', 'of', 'the', 'leafs', 'greater', 'surface', 'area', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']"
20878,It takes up to two months for mature sperm to form.,"['It', 'takes', 'up', 'to', 'two', 'months', 'for', 'mature', 'sperm', 'to', 'form', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']"
22431,Turn off water and power to your home.,"['Turn', 'off', 'water', 'and', 'power', 'to', 'your', 'home', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
1726,URL:  Fruit is the preferred food for almost all primates except humans.,"['URL', ':', 'Fruit', 'is', 'the', 'preferred', 'food', 'for', 'almost', 'all', 'primates', 'except', 'humans', '.']","['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
23615,"For example, too little calcium may cause osteoporosis.","['For', 'example', ',', 'too', 'little', 'calcium', 'may', 'cause', 'osteoporosis', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']"
15318,The practice of towing a magnetometer began during WWII when navy ships towed magnetometers to search for enemy submarines.,"['The', 'practice', 'of', 'towing', 'a', 'magnetometer', 'began', 'during', 'WWII', 'when', 'navy', 'ships', 'towed', 'magnetometers', 'to', 'search', 'for', 'enemy', 'submarines', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']"
25146,The ecliptic is the plane of Earths orbit around the Sun.,"['The', 'ecliptic', 'is', 'the', 'plane', 'of', 'Earths', 'orbit', 'around', 'the', 'Sun', '.']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
12281,About 80% of all earthquakes strike around the Pacific Ocean basin because it is lined with convergent and transform boundaries.,"['About', '80', '%', 'of', 'all', 'earthquakes', 'strike', 'around', 'the', 'Pacific', 'Ocean', 'basin', 'because', 'it', 'is', 'lined', 'with', 'convergent', 'and', 'transform', 'boundaries', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']"
19469,"Once at the lungs, the red blood cells release carbon dioxide and pick up oxygen when you breathe.","['Once', 'at', 'the', 'lungs', ',', 'the', 'red', 'blood', 'cells', 'release', 'carbon', 'dioxide', 'and', 'pick', 'up', 'oxygen', 'when', 'you', 'breathe', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O']"
25063,The young reptiles look like miniature versions of the adult.,"['The', 'young', 'reptiles', 'look', 'like', 'miniature', 'versions', 'of', 'the', 'adult', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O']"
17032,"Running water causes most soil erosion, but wind can carry soil away too.","['Running', 'water', 'causes', 'most', 'soil', 'erosion', ',', 'but', 'wind', 'can', 'carry', 'soil', 'away', 'too', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
17820,"If a solute is a gas, increasing the temperature decreases its solubility.","['If', 'a', 'solute', 'is', 'a', 'gas', ',', 'increasing', 'the', 'temperature', 'decreases', 'its', 'solubility', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
20579,"Then, the sperm fertilizes the egg, producing a diploid zygote that develops into the sporophyte, which of course, is diploid.","['Then', ',', 'the', 'sperm', 'fertilizes', 'the', 'egg', ',', 'producing', 'a', 'diploid', 'zygote', 'that', 'develops', 'into', 'the', 'sporophyte', ',', 'which', 'of', 'course', ',', 'is', 'diploid', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
9034,"While studying the solar system, Johannes Kepler discovered the relationship between the time it takes a planet to make one complete orbit around the Sun, its ""orbital period,"" and the distance from the Sun to the planet.","['While', 'studying', 'the', 'solar', 'system', ',', 'Johannes', 'Kepler', 'discovered', 'the', 'relationship', 'between', 'the', 'time', 'it', 'takes', 'a', 'planet', 'to', 'make', 'one', 'complete', 'orbit', 'around', 'the', 'Sun', ',', 'its', '""', 'orbital', 'period', ',', '""', 'and', 'the', 'distance', 'from', 'the', 'Sun', 'to', 'the', 'planet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
23912,"Runoff from crops, livestock, and poultry farming carries contaminants such as fertilizers, pesticides, and animal waste into nearby waterways.","['Runoff', 'from', 'crops', ',', 'livestock', ',', 'and', 'poultry', 'farming', 'carries', 'contaminants', 'such', 'as', 'fertilizers', ',', 'pesticides', ',', 'and', 'animal', 'waste', 'into', 'nearby', 'waterways', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
9718,"Adult frogs are characterized by long hind legs, a short body, webbed finger-like parts, and the lack of a tail.","['Adult', 'frogs', 'are', 'characterized', 'by', 'long', 'hind', 'legs', ',', 'a', 'short', 'body', ',', 'webbed', 'finger', '-', 'like', 'parts', ',', 'and', 'the', 'lack', 'of', 'a', 'tail', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
23933,"Eventually, the algae in an algal bloom die and decompose.","['Eventually', ',', 'the', 'algae', 'in', 'an', 'algal', 'bloom', 'die', 'and', 'decompose', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']"
15510,Moment magnitude is calculated from the area of the fault that is ruptured and the distance the ground moved along the fault.,"['Moment', 'magnitude', 'is', 'calculated', 'from', 'the', 'area', 'of', 'the', 'fault', 'that', 'is', 'ruptured', 'and', 'the', 'distance', 'the', 'ground', 'moved', 'along', 'the', 'fault', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3369,"Hair grows at a rate of about half an inch (1.25 cm) each month, or about 6 inches (15 cm) a year.","['Hair', 'grows', 'at', 'a', 'rate', 'of', 'about', 'half', 'an', 'inch', '(', '1.25', 'cm', ')', 'each', 'month', ',', 'or', 'about', '6', 'inches', '(', '15', 'cm', ')', 'a', 'year', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22390,"High blood pressure: If the heart and blood vessels have to work harder than normal, this puts the cardiovas- cular system under a strain.","['High', 'blood', 'pressure', ':', 'If', 'the', 'heart', 'and', 'blood', 'vessels', 'have', 'to', 'work', 'harder', 'than', 'normal', ',', 'this', 'puts', 'the', 'cardiovas-', 'cular', 'system', 'under', 'a', 'strain', '.']","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
26314,The white blood cells leak out of the blood vessels and into the damaged tissue.,"['The', 'white', 'blood', 'cells', 'leak', 'out', 'of', 'the', 'blood', 'vessels', 'and', 'into', 'the', 'damaged', 'tissue', '.']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']"
25633,Nekton are living things that swim through the water.,"['Nekton', 'are', 'living', 'things', 'that', 'swim', 'through', 'the', 'water', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']"
